P,E,Q
0,4.401724138,0.153179445
0,4.367241379,0.176373699
0,4.174137931,0.176373699
0,4.25862069,0.183328498
0,4.312068966,0.189518269
0,4.467241379,0.189518269
0,4.443103448,0.189518269
0,4.587931034,0.194734368
0,4.515517241,0.194734368
0,4.568965517,0.191256968
0,4.486206897,0.187779569
0,4.693103448,0.187779569
0,4.777586207,0.190387619
0,5.112068966,0.190387619
0,5.043103448,0.186040869
0,5.05,0.186040869
0,5.068965517,0.192126318
0,5.232758621,0.193865018
0,5.181034483,0.193865018
0,5.489655172,0.193865018
0,5.605172414,0.193865018
0,5.337931034,0.192126318
0,5.337931034,0.192126318
0,5.213793103,0.185171519
0,5.213793103,0.185171519
0,4.862068966,0.185171519
0,4.477586207,0.185171519
0,4.89137931,0.185171519
0,4.882758621,0.186910219
0,5.065517241,0.186910219
0,4.746551724,0.18169412
0.846551718,4.777586207,0.18343282
0.251724137,4.720689655,0.18343282
0,4.396551724,0.18343282
6.032758677,4.217241379,0.176478021
3.605172406,3.906896552,0.168653872
55.21724133,3.64137931,0.172131272
16.50517243,4.074137931,0.053899691
0.143103449,4.579310345,0.036512694
7.832758571,4.903448276,0.182859049
0.108620689,4.718965517,0.205862046
13.09827581,5.074137931,0.180390095
0,4.701724138,0.197203321
4.093103443,4.624137931,0.199985241
0.712068968,5.034482759,0.196299198
1.374137937,5.179310345,0.253032969
0,5.10862069,0.12170898
0.010344828,4.994827586,0.104321983
3.81034486,4.748275862,0.201897811
4.777586189,4.872413793,0.207583359
0,5.101724138,0.210278343
3.731034488,5.098275862,0.214312127
0.082758621,5.127586207,0.222692659
0,5.732758621,0.219841192
0,5.906896552,0.203601736
0,5.706896552,0.212121365
0,5.703448276,0.211234628
1.112068969,5.517241379,0.210017538
0,5.353448276,0.153874925
0,5.387931034,0.117362231
0,5.662068966,0.053030341
0,5.84137931,0.084900707
0,5.968965517,0.158969315
0,6.168965517,0.171957402
0,6.325862069,0.143599209
0,6.424137931,0.142451667
0,6.068965517,0.14220825
0,5.436206897,0.141982219
0,5.525862069,0.141704027
0,5.625862069,0.072990614
0,5.836206897,0.074764088
0,5.877586207,0.085804831
1.97241381,6,0.084587741
0,5.89137931,0.082553462
1.106896563,6.355172414,0.08314462
2.886206949,6.563793103,0.083631456
0,6.743103448,0.084483419
0,6.994827586,0.084761611
0.00862069,6.375862069,0.084900707
0,6.453448276,0.085144125
0,6.206896552,0.085352769
0,6.186206897,0.084918094
1.300000005,6.627586207,0.084240001
0.334482762,6.334482759,0.083805326
0.039655173,6.120689655,0.053343307
0,6.243103448,0.053760595
0.43448276,6.394827586,0.054560397
0.187931035,6.69137931,0.12784659
0,6.853448276,0.126090503
0.33275862,6.882758621,0.124838639
0.00862069,6.894827586,0.124838639
0,7.087931034,0.124508286
0,6.865517241,0.14434685
0.367241381,6.575862069,0.141495383
0.451724134,6.582758621,0.120022441
0.912068969,6.15,0.117536101
0.541379317,6.246551724,0.114997599
2.829310366,5.9,0.131132732
5.14655171,6.403448276,0.127585785
0,6.020689655,0.12066576
1.567241389,6.356896552,0.033922031
6.13965521,6.062068966,0
0.906896563,5.972413793,0
13.59482756,6.151724138,0
2.006896546,5.543103448,0
0.003448276,6.037931034,0
3.91206893,5.527586207,0.084570354
0.024137932,5.45,0.156048299
6.02586205,5.055172414,0.153492411
1.24827585,5.829310345,0.148258925
5.703448309,5.09137931,0.143755692
22.62068964,5.477586207,0.047918564
16.40517237,4.743103448,0.04927475
19.44482764,4.675862069,0.080014961
11.83620692,4.45862069,0.110668237
22.05689656,4.086206897,0.131532633
20.66379314,4.343103448,0.166445724
6.736206883,4.029310345,0.28076523
6.748275891,4.120689655,0.700609049
0.024137932,4.146551724,0.283616697
0.318965517,4.453448276,0.278644016
0.039655172,4.365517241,0.151145166
0.005172414,4.474137931,0.247886418
0.024137931,4.736206897,0.301038468
0,5.051724138,0.32882289
0.137931036,4.965517241,0.302811942
6.531034421,4.487931034,0.24851235
4.265517229,4.787931034,0.25169417
5.012068944,4.198275862,0.279739397
9.544827539,4.089655172,0.271758765
10.9827587,4.093103448,0.254110963
29.06896574,4.010344828,0.180024968
8.981034508,3.681034483,0.193917179
5.787931064,4.55,0.411724092
5.94310342,4.546551724,0.573562261
9.865517283,4.370689655,0.242218257
10.96034485,4.687931034,0.311470667
2.529310357,4.474137931,0.366691769
4.213793071,4.732758621,0.348244165
18.8310344,4.210344828,0.493164786
7.420689624,4.131034483,0.490695833
18.67586209,4.132758621,0.489809096
5.70517242,4.110344828,0.484714706
8.377586178,4.006896552,0.682196219
2.696551743,3.862068966,0.729454078
6.212068997,4.693103448,0.714275229
1.022413791,4.653448276,0.712032306
2.574137918,4.786206897,0.739799341
1.634482763,4.787931034,0.667226015
2.308620704,4.675862069,0.60437202
11.87068963,4.584482759,0.605815141
4.136206891,4.937931034,0.543952205
5.784482652,4.25,0.416679386
2.029310354,4.306896552,0.592548862
3.889655172,4.45862069,0.67136412
3.181034452,4.139655172,0.608875252
8.708620686,4.627586207,0.620020318
10.24482759,4.198275862,0.559635276
12.88103444,3.660344828,0.577630819
1.782758625,3.987931034,0.580412738
22.67931031,3.179310345,0.606301977
41.47241404,2.993103448,0.556366521
38.32241384,3.129310345,0.942183987
25.09137929,3.015517241,1.427576786
14.0637931,3.737931034,4.763341734
23.17758616,4.103448276,10.19357913
10.34482755,4.113793103,10.14461734
47.9275868,3.803448276,7.407017259
20.70000005,3.401724138,7.093790506
33.88448284,3.162068966,10.53996288
25.94137915,3.506896552,9.310371834
5.953448211,3.656896552,13.0114202
5.582758656,3.113793103,20.18133099
52.0913794,3.027586207,16.59613218
44.87931025,2.263793103,10.53490327
53.18275886,2.89137931,10.13649762
10.47413793,3.698275862,12.96164123
2.193103456,3.894827586,15.72293979
4.453448263,4.155172414,15.97197375
8.989655174,3.629310345,9.426082301
5.344827565,3.15862069,7.377250719
25.49655165,3.915517241,8.834750529
10.30344821,3.903448276,6.984687099
9.808620735,3.843103448,5.71849642
11.59310339,3.539655172,5.631509274
8.725862098,3.774137931,5.783732433
5.094827595,3.887931034,5.323637716
1.182758621,4.131034483,4.91945958
5.662068962,4.470689655,4.415793047
12.67413803,4.244827586,3.391107759
13.54137927,3.874137931,2.976219233
4.579310379,3.844827586,2.958258465
0.705172413,4.179310345,2.95881485
0.858620696,4.129310345,2.83449782
1.612068951,4.129310345,2.0944029
5.046551756,3.896551724,2.074094888
13.43448272,4.105172414,1.94483995
5.977586205,3.931034483,1.950056051
3.039655154,4.215517241,1.965704348
2.367241358,4.067241379,2.445481146
13.42758616,4.218965517,2.119787916
2.76206899,4.205172414,2.138496324
7.760344764,4.35,2.101027346
2.801724153,4.093103448,1.965408768
13.60862078,3.210344828,2.121665712
21.15344827,3.418965517,2.095741699
25.64827602,3.175862069,2.076702937
24.67758608,3.056896552,2.993136781
29.60689671,3.137931034,3.686530228
12.91379323,3.665517241,12.0284811
0.570689665,3.944827586,6.4232088
1.513793095,3.832758621,5.307485196
6.243103408,3.420689655,4.584638177
5.279310335,2.946551724,3.950621326
7.546551757,3.406896552,2.96152722
0.256896553,3.937931034,2.954033426
1.434482766,3.65862069,2.140252412
4.886206911,3.593103448,2.06423646
4.803448276,3.637931034,2.133332387
5.532758627,4.2,2.133680127
1.125862068,4.324137931,2.10459168
0,4.187931034,2.109199235
0.148275864,4.374137931,2.042659196
0,4.54137931,2.04090311
1.177586205,4.382758621,2.121457068
0,4.615517241,2.402622198
0.050000001,4.534482759,1.800753905
1.098275878,4.417241379,1.710445842
1.348275857,3.893103448,1.389238457
2.508620705,3.905172414,0.985025548
1.051724142,4.022413793,1.089034565
6.039655229,4.022413793,0.952094576
2.370689651,4.265517241,1.03527397
2.58620689,4.024137931,0.802270822
5.710344858,4.062068966,0.689133631
0.125862069,4.127586207,0.800393026
0.039655173,4.170689655,0.689290114
0.046551725,4.062068966,0.689133631
0,4.201724138,0.690037755
0,4.262068966,0.689637854
0.658620696,4.256896552,0.922258489
0,4.272413793,0.35406881
0.231034482,3.948275862,0.189518269
2.224137917,3.724137931,0.489113616
2.498275882,4.001724138,0.359128426
0.317241383,3.929310345,0.476090755
1.356896576,3.824137931,0.554697369
0.344827585,3.893103448,0.375959039
0.432758622,3.610344828,0.432101653
6.924137945,3.510344828,0.401344055
6.658620685,3.581034483,0.389938185
0,3.975862069,0.384217863
0.010344828,3.981034483,0.384217863
0.274137931,4.29137931,0.384287411
0.079310346,4.377586207,0.387816971
0.156896547,4.310344828,0.332317676
0.010344828,4.343103448,0.311592376
0.005172414,4.367241379,0.365074779
0,4.632758621,0.259952994
0,4.563793103,0.288780635
0.00862069,4.55,0.288119929
0,4.432758621,0.199081117
0,4.344827586,0.195603718
0,4.277586207,0.192126318
0,4.172413793,0.26096144
0.010344828,4.053448276,0.255623632
0,4.067241379,0.246130331
0,3.936206897,0.243174542
0,3.824137931,0.139965327
0,3.955172414,0.131271828
0,3.796551724,0.242792028
0,3.455172414,0.173244039
0.144827587,2.663793103,0.178894813
5.375862074,3.115517241,0.230395099
0.512068973,3.303448276,0.173052782
0.115517243,3.355172414,0.184528201
0.270689655,3.336206897,0.176234603
0.682758628,3.401724138,0.171018504
0.517241376,3.565517241,0.179712002
0.068965519,3.513793103,0.184928101
0.310344832,3.39137931,0.1897443
0.060344828,3.587931034,0.1897443
0,3.693103448,0.193030442
0,3.546551724,0.173574392
0,3.193103448,0.174235098
0.450000001,2.639655172,0.175973798
2.760344832,2.781034483,0.195395074
0.027586207,3.246551724,0.18487594
0.436206898,3.25,0.143286243
0.001724138,3.424137931,0.12506467
0,3.555172414,0.129011519
0,3.694827586,0.134227618
0,3.568965517,0.130750218
0,3.605172414,0.130750218
0,3.762068966,0.134227618
0.003448276,3.746551724,0.142921116
0,3.75,0.148137216
0,3.662068966,0.153353315
0.010344828,3.760344828,0.167193364
0,3.674137931,0.139095977
0.015517241,3.505172414,0.147789476
0,3.593103448,0.165176473
0,3.656896552,0.165176473
0,3.684482759,0.165176473
0,3.556896552,0.166915172
0,3.753448276,0.172131272
0,3.748275862,0.165176473
0,3.736206897,0.165176473
0,3.836206897,0.165176473
0,3.770689655,0.165176473
0,3.70862069,0.165176473
0.43965518,3.453448276,0.165176473
0.091379312,3.555172414,0.165176473
0,3.762068966,0.165176473
0,3.922413793,0.165176473
0,3.887931034,0.165176473
0,3.937931034,0.165176473
0,3.822413793,0.165176473
0,3.756896552,0.165176473
0,3.710344828,0.161055754
0,3.575862069,0.135514256
0.031034483,3.487931034,0.135514256
0,3.587931034,0.135514256
0,3.655172414,0.135514256
0,3.64137931,0.135514256
0,3.643103448,0.125812311
0,3.54137931,0.125812311
0,3.512068966,0.125812311
0,3.489655172,0.125812311
0,3.655172414,0.125812311
0,3.782758621,0.125812311
0,3.70862069,0.129550516
0,3.639655172,0.126942466
0,3.715517241,0.126942466
0,3.831034483,0.125203766
0,3.982758621,0.125203766
0,4.001724138,0.125203766
0,3.998275862,0.125203766
0,4.106896552,0.128681166
0,4.205172414,0.128681166
0,4.260344828,0.128681166
0,4.432758621,0.128681166
0,4.518965517,0.128681166
0,4.501724138,0.125655828
0,4.610344828,0.122960844
0,4.631034483,0.125429797
0,4.651724138,0.125916633
0,4.656896552,0.125916633
0,4.477586207,0.125916633
0,4.453448276,0.125916633
0,4.343103448,0.111276782
0,4.374137931,0.111276782
0,4.331034483,0.111276782
0,4.320689655,0.111276782
0,4.268965517,0.111276782
0,4.39137931,0.104321983
0,4.437931034,0.104321983
0,4.444827586,0.105191333
0,4.482758621,0.105191333
0,4.35,0.105191333
0,4.213793103,0.105191333
0,4.503448276,0.105191333
0,4.779310345,0.105191333
0,4.668965517,0.106930032
0,4.718965517,0.105191333
0,4.546551724,0.105191333
0,4.439655172,0.105191333
0,4.739655172,0.105191333
0,4.760344828,0.105191333
0,4.777586207,0.106930032
0,4.95862069,0.106930032
0,5.115517241,0.106930032
0,5.222413793,0.107799382
0,5.25862069,0.110407432
0,5.410344828,0.110407432
0,5.539655172,0.113015481
0,5.455172414,0.113015481
0,5.460344828,0.116492881
0,5.618965517,0.116492881
0,5.44137931,0.11910093
0,5.353448276,0.11910093
0,5.517241379,0.11910093
0,5.387931034,0.11910093
0,5.662068966,0.11910093
0,5.425862069,0.11910093
0,5.101724138,0.11910093
0,4.946551724,0.11910093
0,4.382758621,0.11910093
0,5.379310345,0.11910093
0,5.548275862,0.11910093
0,5.320689655,0.11910093
0,4.918965517,0.11910093
0,4.443103448,0.11910093
0,5.175862069,0.11910093
0,5.224137931,0.11910093
0,5.303448276,0.11910093
0,5.44137931,0.11910093
0,5.144827586,0.11910093
0.079310345,4.874137931,0.11910093
4.168965527,5.215517241,0.11910093
0,5.303448276,0.11910093
8.651724166,5.077586207,0.117362231
0.01724138,5.351724138,0.117362231
3.737931031,5.712068966,0.117362231
0,5.612068966,0.113884831
0.043103448,5.49137931,0.113884831
0,5.474137931,0.111276782
0,5.239655172,0.109538082
0,5.579310345,0.109538082
0,5.712068966,0.104321983
0,5.6,0.104321983
0,5.75862069,0.104321983
0,5.817241379,0.095628484
0,5.803448276,0.095628484
0,5.767241379,0.095628484
0,5.696551724,0.095628484
1.722413805,4.967241379,0.093889784
0.00862069,5.275862069,0.086934986
0,5.551724138,0.090412385
0,5.794827586,0.090412385
0,5.896551724,0.088673685
0,5.737931034,0.088673685
0,6.468965517,0.088673685
0,6.168965517,0.076502787
0,6.001724138,0.071286688
0,5.982758621,0.071286688
0,5.775862069,0.071286688
0,5.667241379,0.071286688
0,6.186206897,0.073025388
0,5.898275862,0.074764088
0.4362069,6.077586207,0.074764088
0,6.094827586,0.074764088
0.34137931,6.246551724,0.074764088
0,5.810344828,0.043467493
0,6.039655172,0.038251394
0,5.986206897,0.038251394
0.468965521,6.329310345,0.038251394
0,6.446551724,0.034773994
0,6.094827586,0.034773994
0,6.260344828,0
2.500000005,6.070689655,0
3.346551729,6.282758621,0
2.118965515,6.010344828,0
6.3189655,6.196551724,0
0,6.220689655,0
0,6.005172414,0
0,6.15,0
0,6.417241379,0
0.141379308,6.415517241,0
0,6.648275862,0.089264843
0,6.434482759,0.142173476
0,6.096551724,0.086291667
1.16896552,6.265517241,0
0.198275866,6.077586207,0
2.049999997,5.937931034,0
0.453448269,5.868965517,0
9.482758588,5.412068966,0.033730774
0,5.744827586,0.033504743
1.851724127,5.05,0.033365647
1.153448275,5.722413793,0.033191778
16.65517247,5.825862069,0.033035295
0.005172414,5.672413793,0.032913586
9.539655167,6.001724138,0.032896199
0.206896552,6.067241379,0.033035295
0,6.00862069,0.032983134
0,6.067241379,0.033017908
1.649999997,6.067241379,0.0332961
6.332758606,5.860344828,0.033591678
12.04310339,4.920689655,0.033817709
4.155172386,5.906896552,0.050770032
8.413793165,5.886206897,0.05066571
0,6.222413793,0.050074552
0.975862066,6.494827586,0.049483394
0,6.289655172,0.038338329
3.551724139,5.522413793,0.042337338
7.189655122,5.393103448,0.042632917
3.005172409,5.172413793,0.049744199
0.346551724,5.906896552,0.049396459
0,6.068965517,0.043606589
0.782758623,6.063793103,0.047031827
3.763793121,4.915517241,0.019125697
4.301724156,4.996551724,0.026080496
7.603448351,5.720689655,0.05998514
0.027586207,5.755172414,0.06346254
1.151724138,6.24137931,0.070417338
0.993103448,6.282758621,0.090412385
0.825862064,6.325862069,0.107799382
0,5.768965517,0.116492881
3.610344816,5.324137931,0.113015481
2.146551727,5.062068966,0.113015481
1.734482789,5.570689655,0.113015481
0,5.912068966,0.113015481
2.975862065,5.896551724,0.113015481
0.053448275,5.229310345,0.113015481
10.35689653,4.215517241,0.113015481
3.706896534,4.753448276,0.113015481
2.558620676,4.846551724,0.113015481
9.841379266,4.553448276,0.116492881
0.660344832,4.960344828,0.11823158
5.260344821,4.568965517,0.11823158
5.067241357,4.684482759,0.11823158
11.56724129,4.425862069,0.11823158
4.915517236,4.372413793,0.11823158
4.315517255,3.99137931,0.113015481
7.624137903,3.779310345,0.093889784
5.727586195,3.65,0.086934986
3.687931045,3.581034483,0.086934986
11.98275865,3.543103448,0.086934986
3.775862082,2.906896552,0.095628484
9.862068988,3.8,0.099975233
1.324137929,4.305172414,0.176165055
10.28793101,4.167241379,0.19570804
15.6568965,2.887931034,0.200593786
44.30862062,3.018965517,0.220414963
40.94655165,3.356896552,0.603954732
10.41896543,4.25862069,1.409755114
9.3551724,4.444827586,2.075746652
0.800000004,4.332758621,2.122865414
8.00172414,3.181034483,3.629779068
31.19655174,3.386206897,4.733036196
16.48103452,3.637931034,3.623902262
7.705172453,3.853448276,3.619851093
0.913793099,4.644827586,3.524170449
0.277586209,4.965517241,3.706073211
0,4.917241379,3.460673134
1.553448271,4.143103448,4.319225666
19.82931035,3.89137931,4.592305843
3.244827557,4.353448276,3.995045103
1.605172414,4.284482759,3.295131535
1.227586203,4.563793103,2.470970484
0.905172408,4.565517241,3.071065302
1.612068977,4.713793103,3.03408316
0.417241381,4.660344828,2.145138157
0.565517247,5.022413793,1.159052003
1.105172421,4.660344828,0.995110007
3.139655149,4.59137931,0.93041299
0.196551726,4.862068966,0.726324418
0.962068965,4.706896552,0.731540517
0.922413783,4.536206897,0.570380441
1.134482755,4.436206897,0.429702247
3.33965519,3.867241379,0.42146081
15.45172418,3.932758621,0.421895485
5.150000019,3.872413793,0.423390767
2.929310352,4.263793103,0.424016699
4.839655157,3.825862069,0.424155795
10.69137934,3.755172414,0.50542262
2.541379335,4.475862069,0.56558163
7.565517213,4.246551724,0.713492814
3.527586169,4.410344828,0.717735241
5.317241358,3.998275862,0.74871887
12.80517228,3.124137931,0.778572344
8.093103479,3.710344828,0.749014449
6.168965484,3.903448276,0.670233965
2.603448271,4.010344828,0.764002041
2.946551727,3.522413793,0.875939528
15.49482768,3.229310345,0.76116796
11.55344826,3.432758621,0.843930067
24.00862087,3.682758621,0.849320036
16.98965515,3.89137931,1.757008221
0.418965517,4.35,6.395337444
1.967241348,4.234482759,6.804523035
42.08620706,4.110344828,5.405478311
18.6948274,3.987931034,5.30004356
5.534482774,3.703448276,5.14324762
9.210344773,3.844827586,5.690729386
12.58275855,3.984482759,5.27422387
1.286206891,3.34137931,4.831776954
14.95689654,3.732758621,4.11346794
8.75172417,4.048275862,3.420057108
0.006896552,3.960344828,3.236189614
0.622413788,4.220689655,2.740677583
0,4.306896552,2.477681866
5.989655145,4.237931034,2.347244613
1.884482732,4.577586207,1.883707269
1.600000013,4.596551724,1.749497038
3.165517259,4.517241379,1.224357564
0.901724138,4.822413793,1.023085685
0.10862069,4.698275862,1.036230255
0.167241381,4.698275862,1.135875135
0,4.560344828,1.031414057
0.179310342,3.910344828,0.916659876
2.453448273,4.215517241,0.914816854
1.877586189,4.287931034,0.91599917
5.891379345,3.903448276,0.739382053
5.860344854,4.353448276,0.647961222
1.194827581,4.412068966,0.419756885
0.596551722,4.494827586,0.448654074
0.572413781,4.201724138,0.477533876
7.208620698,3.586206897,0.477533876
1.879310332,3.75862069,0.504866236
9.072413848,3.251724138,0.360345516
13.11551722,3.098275862,0.343532289
26.32931037,3.405172414,0.403291398
18.16034474,3.09137931,0.542787276
9.856896535,2.987931034,0.63031342
6.398275883,3.224137931,0.545795227
3.827586182,3.603448276,0.572623363
0.831034481,3.587931034,0.532598496
2.410344842,3.629310345,0.503197084
3.520689652,3.901724138,0.470144402
0,4.260344828,0.571180243
0.867241371,4.015517241,0.528477778
0.174137929,3.90862069,0.528669035
1.620689648,4.032758621,0.529208032
0.365517231,3.963793103,0.531294471
1.412068942,4.265517241,0.501719189
0,4.182758621,0.501284514
0,4.187931034,0.499267623
0,4.286206897,0.44022138
0,4.439655172,0.38811255
0,4.401724138,0.38654772
0,4.555172414,0.263239136
0,4.453448276,0.240879458
0,4.581034483,0.255136796
0,4.503448276,0.248147223
0,4.598275862,0.244548115
0,4.301724138,0.253154678
0,4.432758621,0.230986257
0,4.444827586,0.217337464
0,4.229310345,0.203427866
0,4.163793103,0.192995668
0,3.962068966,0.187779569
0,4.143103448,0.177347371
0,4.439655172,0.170392572
0,4.277586207,0.327988314
0,4.160344828,0.151266875
0.006896552,3.917241379,0.139095977
1.946551702,3.527586207,0.130402478
0.48793103,3.331034483,0.111276782
1.724137925,3.277586207,0.085196286
1.206896555,3.34137931,0.074764088
0.018965518,3.194827586,0.133792943
0.018965518,3.351724138,0.13363646
0.051724138,3.29137931,0.13311485
1.341379304,3.484482759,0.12379542
1.239655175,3.331034483,0.08505719
0,3.665517241,0.081771047
0.38965517,3.570689655,0.108147122
0,3.406896552,0.104391531
1.475862076,3.155172414,0.068539543
6.791379397,2.820689655,0.063532088
9.368965443,3.077586207,0.088795394
7.03793101,3.096551724,0.11910093
0.222413791,3.294827586,0.18152025
0,3.467241379,0.2065923
0,3.377586207,0.165037377
0,3.536206897,0.151840646
0,3.536206897,0.152240547
0,3.668965517,0.323119955
0,3.64137931,0.370412587
0,3.681034483,0.371073293
0,3.534482759,0.293231707
0,3.601724138,0.268976846
0,3.753448276,0.268959458
0,3.655172414,0.212451718
0,3.734482759,0.21272991
0,3.543103448,0.212138752
0,3.515517241,0.146537612
0,3.582758621,0.141112869
0,3.551724138,0.189692139
0,3.496551724,0.161733847
0,3.546551724,0.095958837
0,3.463793103,0.095332905
0,3.387931034,0.097106379
0,3.362068966,0.104043791
0,3.527586207,0.104009017
0,3.522413793,0.104009017
0,3.520689655,0.099105884
0,3.2,0.125186379
0.096551724,3.212068966,0.130402478
0,3.436206897,0.11823158
0,3.327586207,0.079980187
0,3.425862069,0.039607579
1.096551729,3.231034483,0.058298601
0,3.320689655,0.064818725
0,3.365517241,0.072903679
0,3.589655172,0.048596657
0,3.715517241,0.048596657
0,3.672413793,0.058315988
0,3.55862069,0.072903679
0,3.474137931,0.072903679
0,3.305172414,0.082396979
0,3.181034483,0.097193314
0,3.213793103,0.083335877
0,3.389655172,0.083335877
0,3.367241379,0.083335877
0,3.675862069,0.083335877
0,3.777586207,0.083335877
0,3.701724138,0.083335877
0,3.467241379,0.083335877
0,3.506896552,0.083335877
0,3.427586207,0.072903679
0.001724138,3.010344828,0.064818725
0.029310345,3.015517241,0.064818725
0,3.55,0.064818725
0,3.30862069,0.064818725
1.891379302,2.777586207,0.064818725
6.313793107,2.651724138,0.064818725
0,2.789655172,0.064818725
0,3.186206897,0.064818725
0,3.446551724,0.064818725
0,3.555172414,0.064818725
0,3.75,0.064818725
0,3.875862069,0.064818725
0,3.875862069,0.064818725
0,4.018965517,0.064818725
0,3.981034483,0.064818725
0,3.993103448,0.064818725
0,3.855172414,0.064818725
0,3.95,0.064818725
0,3.889655172,0.064818725
0,3.710344828,0.064818725
0,3.801724138,0.064818725
0,4.003448276,0.064818725
0,4.081034483,0.064818725
0,4.139655172,0.064818725
0,4.065517241,0.064818725
0,3.962068966,0.064818725
0,3.951724138,0.064818725
0.198275861,3.951724138,0.064818725
0,4.074137931,0.064818725
0,4.15862069,0.064818725
0,4.506896552,0.064818725
0,4.506896552,0.064818725
0,4.294827586,0.064818725
0,4.231034483,0.058315988
0,4.394827586,0.058315988
0,4.451724138,0.058315988
0,4.603448276,0.058315988
0.041379312,4.484482759,0.058315988
0,4.217241379,0.058315988
0,4.477586207,0.058315988
0,4.556896552,0.058315988
0.112068966,4.501724138,0.058315988
1.346551721,4.531034483,0.058315988
0.286206897,4.50862069,0.060054688
0,4.501724138,0.060054688
0.143103448,4.606896552,0.060054688
1.656896548,4.360344828,0.060054688
0,4.634482759,0.061793388
0,4.520689655,0.061793388
0,4.960344828,0.061793388
0,5.186206897,0.061793388
0,5.184482759,0.064401437
0,5.124137931,0.064401437
0,5.205172414,0.066140137
0,4.968965517,0.066140137
0,5.018965517,0.066140137
0,5.193103448,0.066140137
0,4.967241379,0.068748187
0,5.087931034,0.068748187
0,4.848275862,0.069617536
0,4.736206897,0.069617536
0.003448276,4.863793103,0.069617536
0,4.839655172,0.069617536
0.432758615,5.175862069,0.070052211
0.00862069,5.177586207,0.070052211
0.268965518,5.420689655,0.073094936
0.022413793,5.355172414,0.073094936
0,5.19137931,0.073094936
0.734482746,5.082758621,0.073964286
0,5.782758621,0.070486886
0,5.674137931,0.070486886
0,6.048275862,0.070486886
0,6.05862069,0.069617536
0,5.836206897,0.069617536
0,5.439655172,0.069617536
0,5.281034483,0.069617536
0.051724138,5.206896552,0.069617536
0,5.310344828,0.069617536
0,5.284482759,0.069617536
0.068965517,5.368965517,0.069617536
0.734482766,5.368965517,0.069617536
0.050000001,5.568965517,0.069617536
0.722413785,5.931034483,0.066140137
0,6.029310345,0.066140137
0,5.967241379,0.066140137
0,6.018965517,0.066140137
0,6.018965517,0.066140137
0,6.253448276,0.066140137
0,6.160344828,0.066140137
0,5.839655172,0.066140137
0,6.070689655,0.064401437
0,6.103448276,0.064401437
0.413793108,6.222413793,0.064401437
0,6.056896552,0.064401437
0,6.082758621,0.064401437
0,6.036206897,0.06033288
1.531034474,6.174137931,0.055012459
0.500000008,5.801724138,0.055012459
0.498275862,5.99137931,0.052091443
0,6.105172414,0.052160991
0,5.884482759,0.052160991
1.018965515,5.95862069,0.055638391
0,6.074137931,0.055638391
4.081034432,6.312068966,0.06346254
0,5.332758621,0.06346254
11.35689661,6.256896552,0.06346254
0.02586207,6.181034483,0.067809289
3.139655201,6.079310345,0.073025388
8.620689571,6.251724138,0.073025388
1.26551724,6.153448276,0.073025388
1.917241374,5.806896552,0.073025388
0.01724138,5.718965517,0.074764088
0.670689659,5.420689655,0
0.091379311,5.906896552,0
0.85689656,5.724137931,0
4.491379334,6.055172414,0
0.953448286,5.936206897,0
4.094827565,6.015517241,0
1.887931033,6.143103448,0
0.063793104,6.153448276,0
0,6.539655172,0
0,6.606896552,0
0,6.60862069,0
0,6.503448276,0
0,6.432758621,0.039572805
0.012068965,6.279310345,0.056316484
0.458620696,6.537931034,0.056420806
0,6.248275862,0.056472967
1.084482759,6.443103448,0.056577289
0,5.917241379,0.056664224
0.312068966,4.177586207,0.056472967
9.168965511,3.398275862,0.078693549
33.48793124,3.148275862,0.100601165
36.02931014,4.625862069,0.097697537
7.315517265,5.270689655,0.086222119
0,6.668965517,0.088256397
0,6.384482759,0.088308558
0,6.64137931,0.08806514
0,6.653448276,0.056872868
0.00862069,6.689655172,0.035243443
1.227586194,6.851724138,0.021803294
0,6.446551724,0.021925003
0.07586207,6.579310345,0.022237969
0,6.837931034,0.02229013
0,6.618965517,0.022498774
0,6.398275862,0.022690031
2.901724162,5.862068966,0.056785933
4.387931066,6.001724138,0.131358763
0.144827588,6.64137931,0.075494342
2.449999991,6.684482759,0.02194239
3.43448274,6.210344828,0.01105813
2.801724157,5.543103448,0.011145065
1.984482772,5.601724138,0.011336322
4.620689616,5.379310345,0.011371096
2.494827587,4.94137931,0.045484384
6.820689655,4.855172414,0.045484384
38.0413796,4.85,0.117449166
0.368965514,4.80862069,0.126994627
10.32068979,4.972413793,0.125812311
0.624137931,4.713793103,0.134401488
20.05517253,4.494827586,0.148815308
20.78793106,3.931034483,0.207444263
20.13620679,4.015517241,0.171992176
9.667241353,4.253448276,0.174026454
0.943103448,4.606896552,0.488557232
0,4.781034483,0.277566022
9.61551722,3.322413793,0.259622641
2.8362069,4.7,0.260213799
1.291379289,5.101724138,0.229647458
1.484482755,5.068965517,0.197481513
0.943103444,5.175862069,0.273914753
4.582758614,5.34137931,0.287754802
3.117241409,4.937931034,0.300864598
8.882758652,4.086206897,0.285598815
15.39310345,3.367241379,0.285477106
3.784482745,3.915517241,0.245069724
3.236206896,4.006896552,0.263708585
3.215517273,3.537931034,0.264386678
39.49827599,3.668965517,0.24746913
27.42586195,2.59137931,0.391676884
19.61551724,3.682758621,0.432136427
7.01896554,4.327586207,1.039464236
6.598275853,4.546551724,1.871849337
7.806896524,3.984482759,1.665083167
